[2019-02-21 21:40:42,721]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {}, "response": []}
[2019-02-22 15:38:35,669]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:53} WARNING - REQUEST_LOG	200 - {"request": null, "response": {"client_id": 11, "client_key": "admin3", "client_secret": "admin3", "status_admin": "user"}}
[2019-02-22 15:38:54,307]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:53} WARNING - REQUEST_LOG	200 - {"request": null, "response": {"client_id": 12, "client_key": "admin4", "client_secret": "admin4", "status_admin": "admin"}}
[2019-02-22 15:39:49,306]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	401 - {"request": {}, "response": {"msg": "Token has expired"}}
[2019-02-22 15:39:56,282]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	401 - {"request": {}, "response": {"msg": "Missing Authorization Header"}}
[2019-02-22 15:40:30,807]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {"client_key": "user8", "client_secret": "user8"}, "response": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NTA4MjQ4MzAsIm5iZiI6MTU1MDgyNDgzMCwianRpIjoiY2FlODRlNmEtN2U4OS00OWQwLTgxOWQtODQ1ZGVmYjA0YWMxIiwiZXhwIjoxNTUwODI1NzMwLCJpZGVudGl0eSI6eyJjbGllbnRfaWQiOjEwLCJjbGllbnRfa2V5IjoidXNlcjgiLCJjbGllbnRfc2VjcmV0IjoidXNlcjgiLCJzdGF0dXNfYWRtaW4iOiJ1c2VyIn0sImZyZXNoIjpmYWxzZSwidHlwZSI6ImFjY2VzcyIsInVzZXJfY2xhaW1zIjp7ImNsaWVudF9pZCI6MTAsImNsaWVudF9rZXkiOiJ1c2VyOCIsImNsaWVudF9zZWNyZXQiOiJ1c2VyOCIsInN0YXR1c19hZG1pbiI6InVzZXIifX0.vS8CIiL5T6F-SYf4UISRsuXl3NAOjTR_WEy-e3Xm8n0"}}
[2019-02-22 15:40:45,395]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	404 - {"request": {}, "response": {"status": "ACCESS DENIED"}}
[2019-02-22 15:41:03,788]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	404 - {"request": {}, "response": {"status": "ACCESS DENIED"}}
[2019-02-22 15:41:34,978]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {"client_key": "admin4", "client_secret": "admin4"}, "response": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NTA4MjQ4OTQsIm5iZiI6MTU1MDgyNDg5NCwianRpIjoiNWQ4OWJhZGItY2JlNi00ZjUxLTlmYzQtZWMyY2RmNzA4Y2M2IiwiZXhwIjoxNTUwODI1Nzk0LCJpZGVudGl0eSI6eyJjbGllbnRfaWQiOjEyLCJjbGllbnRfa2V5IjoiYWRtaW40IiwiY2xpZW50X3NlY3JldCI6ImFkbWluNCIsInN0YXR1c19hZG1pbiI6ImFkbWluIn0sImZyZXNoIjpmYWxzZSwidHlwZSI6ImFjY2VzcyIsInVzZXJfY2xhaW1zIjp7ImNsaWVudF9pZCI6MTIsImNsaWVudF9rZXkiOiJhZG1pbjQiLCJjbGllbnRfc2VjcmV0IjoiYWRtaW40Iiwic3RhdHVzX2FkbWluIjoiYWRtaW4ifX0.Dpkb5_qogafei3_GbHAc7IFylgLJUdiUVpUs_BvTrQA"}}
[2019-02-22 15:41:46,066]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {}, "response": {"client_id": 12, "client_key": "admin4", "client_secret": "admin4", "status_admin": "admin"}}
[2019-02-22 15:41:50,670]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {}, "response": [{"client_id": 1, "client_key": "admin123", "client_secret": "admin123", "status_admin": "admin"}, {"client_id": 3, "client_key": "admin1", "client_secret": "111", "status_admin": "admin"}, {"client_id": 4, "client_key": "user2", "client_secret": "user2", "status_admin": "user"}, {"client_id": 5, "client_key": "user3", "client_secret": "user3", "status_admin": "user"}, {"client_id": 6, "client_key": "user4", "client_secret": "user4", "status_admin": "user"}]}
[2019-02-22 15:43:52,473]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	401 - {"request": {}, "response": {"msg": "Token has expired"}}
[2019-02-22 15:44:08,851]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {}, "response": [{"id": 1, "name": "Adi", "age": 21, "gender": "Male", "location": "Jakarta", "client_id": 2}, {"id": 2, "name": "Tita", "age": 37, "gender": "female", "location": "Surabaya", "client_id": 4}, {"id": 3, "name": "Ayu", "age": 24, "gender": "female", "location": "Balikpapan", "client_id": 5}, {"id": 4, "name": "Dina", "age": 30, "gender": "female", "location": "Tangerang", "client_id": 6}, {"id": 5, "name": "Gilang", "age": 37, "gender": "Male", "location": "Aceh", "client_id": 7}]}
[2019-02-22 15:45:20,531]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {"lokasi": "malang"}, "response": {"cuaca": "Thunderstorm", "suhu": 30.15, "hasil pencarian": [{"venue_id": 1, "nama_venue": "Rumah Kantja", "lokasi": "Jl. Candi, Malang", "kategori": "Coffee Shop"}, {"venue_id": 2, "nama_venue": "Kopi Yor", "lokasi": "Jl. Bondowoso, Malang", "kategori": "Coffee Shop"}, {"venue_id": 3, "nama_venue": "Candi Badut", "lokasi": "Malang", "kategori": "Wisata"}, {"venue_id": 4, "nama_venue": "Kampung Heritage", "lokasi": "Kayutangan, Malang", "kategori": "Wisata"}, {"venue_id": 5, "nama_venue": "Kopi Luwak Cikole", "lokasi": "Lawang, Malang", "kategori": "Coffe Shop"}, {"venue_id": 6, "nama_venue": "Lembah Tumpang Resort", "lokasi": "Malang", "kategori": "Resort"}, {"venue_id": 7, "nama_venue": "Kampung Biru", "lokasi": "Malang", "kategori": "Wisata"}, {"venue_id": 8, "nama_venue": "Pantai Wediawu", "lokasi": "Malang", "kategori": "Beach"}, {"venue_id": 9, "nama_venue": "Arbanat Kitchen", "lokasi": "Jl. Terusan Dieng, Malang", "kategori": "Cafe"}, {"venue_id": 21, "nama_venue": "Taman Indie Restaurant", "lokasi": "Malang", "kategori": "Restaurant"}]}}
[2019-02-22 15:45:58,683]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {"lokasi": "Bogor"}, "response": {"cuaca": "Clouds", "suhu": "31.63 C", "hasil pencarian": [{"nama": "Stasiun Bogor", "lokasi": "['Jalan Nyi Raja Permas (Jalan Mayor Oking Jayaatmaja)', 'Bogor', 'Jawa Barat 16124', 'Indonesia']", "kategori": "Train Station"}, {"nama": "KRL Commuter Line 06.30", "lokasi": "['Sta Bogor - Jakarta Kota KA1077', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Light Rail Station"}, {"nama": "Apotek Kimia Farma No. 50", "lokasi": "['Jalan Merdeka No. 24', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Pharmacy"}, {"nama": "Dunkin donut", "lokasi": "['Indonesia']", "kategori": "Caf\u00e9"}, {"nama": "Percetakan Berkah", "lokasi": "['Indonesia']", "kategori": "Design Studio"}, {"nama": "Green Salon", "lokasi": "['Merdeka', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": []}, {"nama": "Dr. H. Suprayitno", "lokasi": "['Jln. Merdeka', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Optical Shop"}, {"nama": "Penitipan Motor Karya Nyata", "lokasi": "['Jl.Mayor Oking', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": []}, {"nama": "HEPI", "lokasi": "['Jln. Perintis Kemerdekaan', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Convenience Store"}, {"nama": "Gang Ambi, Merdeka", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Athalla auto detailing", "lokasi": "['Jln. Raya Gunung Batu, No. 76 (Gunung Batu)', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Car Wash"}, {"nama": "Toko Star Sport & Music Center", "lokasi": "['Jl. Stasiun No. 5-7', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Sporting Goods Shop"}, {"nama": "Shangri-la Toserba", "lokasi": "['Jalan Merdeka 6 (Jembatan merah)', 'Bogor', 'Jawa Barat 16114', 'Indonesia']", "kategori": "Department Store"}, {"nama": "Toko jam eterna", "lokasi": "['Bogor', 'Jawa Barat', 'Indonesia']", "kategori": []}, {"nama": "Fisioterapi Kimia Farma 50", "lokasi": "['Jl. Merdeka', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Medical Center"}, {"nama": "Pusat Pertokoan Jl. Merdeka", "lokasi": "['Jl. Merdeka', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Market"}, {"nama": "De pris bogor", "lokasi": "['Indonesia']", "kategori": "Asian Restaurant"}, {"nama": "Barber shop", "lokasi": "['Taman topi (Taman topi)', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": []}, {"nama": "Total Juicy Fruits", "lokasi": "['Sukasari', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Antique Shop"}, {"nama": "Penitipan Motor BTF", "lokasi": "['Jln. Mayor Oking Jayaatmaja', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Parking"}, {"nama": "Praktek Dokter Kimia Farma Jembatan Merah Bogor", "lokasi": "['Indonesia']", "kategori": "Medical Center"}, {"nama": "Kantor Setda Kab. Bogor", "lokasi": "['Cibinong (Jl. Tegar Beriman)', 'Cibinong', 'Jawa Barat', 'Indonesia']", "kategori": "Government Building"}, {"nama": "Vita Copy Center", "lokasi": "['Muria (Merdeka)', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Paper / Office Supplies Store"}, {"nama": "SDN Pengadilan 2", "lokasi": "['Indonesia']", "kategori": "Law School"}, {"nama": "Kimia Farma Dr.Suprayitno", "lokasi": "['Bogor JAWA BARAT', 'Indonesia']", "kategori": "Eye Doctor"}, {"nama": "Forcesdistro", "lokasi": "['Jln kapten muslihat', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Clothing Store"}, {"nama": "XII SOc 3!", "lokasi": "['SMA Budi Mulia', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "High School"}, {"nama": "XII Soc 3", "lokasi": "['SMA Budi Mulia  Bogor', 'Indonesia']", "kategori": "High School"}, {"nama": "Mie Aceh Kurnia, Puncak Bogor", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Mie Ayam \"Air Mancur\"", "lokasi": "['Jalan Merak (depan klinik Pasutri)', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Food Truck"}]}}
[2019-02-22 15:46:23,774]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {"kategori": "coffee shop", "lokasi": "Bogor"}, "response": {"cuaca": "Clouds", "suhu": "31.63 C", "hasil pencarian": [{"nama": "Uncle Jo Coffee Shop", "lokasi": "['Jl Gedong Sawah', 'Kecamatan Bogor Tengah', 'Jawa Barat 16121', 'Indonesia']", "kategori": "Coffee Shop"}, {"nama": "Ruang Teduh Coffee Shop", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Ruang Teduh Coffee Shop Taman Topi", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "andigha coffee shop", "lokasi": "['Jalan Veteran', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Caf\u00e9"}, {"nama": "Paledang Army Coffee Shop", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Batutulis Coffee Shop", "lokasi": "['Aston Bogor Hotel & Resort', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Coffee Shop"}, {"nama": "Salabintana Coffee Shop", "lokasi": "['Salabintana', 'Sukaraja', 'Jawa Barat', 'Indonesia']", "kategori": []}, {"nama": "Kang Ajat Coffee Shop", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Mang Ujang Coffee Shop", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Mang Ujang Coffee Shop", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Roti Bakar Bogor | Garage Coffee Shop", "lokasi": "['Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Bakery"}, {"nama": "uci coffee shop", "lokasi": "['jl.jend sudirman no.23 (jl. jend sudirman)', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Coffee Shop"}, {"nama": "coffee shop sirah", "lokasi": "['Jl Pangrango (Jl Pangrango)', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Coffee Shop"}, {"nama": "Coffee Shop Sirah 100% Support", "lokasi": "['Coffee Shop Jl Pangrango', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Coffee Shop"}, {"nama": "Sirah coffee shop", "lokasi": "['Indonesia']", "kategori": "Coffee Shop"}, {"nama": "asep jabrik coffee shop", "lokasi": "['Cafe At Jl Pangrango (Jl Pangrango)', 'Indonesia']", "kategori": "Caf\u00e9"}, {"nama": "sirah coffee shop", "lokasi": "['Coffee Shop Jl Pangrango', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Coffee Shop"}, {"nama": "Cak Koes Resto and Coffee Shop", "lokasi": "['Jalan Merak No 2 (Tanah Sareal)', 'Kecamatan Bogor Tengah', 'Jawa Barat 16161', 'Indonesia']", "kategori": "Caf\u00e9"}, {"nama": "Syahaba Coffee Shop", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Jade Coffee Shop", "lokasi": "['Permata Hotel (Jl. Pajajaran Raya)', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Coffee Shop"}, {"nama": "Djaduk Coffee Shop", "lokasi": "['Komplek BMA', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Snack Place"}, {"nama": "Laura Coffee Shop and Rendezvous", "lokasi": "['Baranangsiang', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": []}, {"nama": "D'koproll Coffee Shop", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Sebastian Coffee Shop", "lokasi": "['Jl. Veteran Raya No. 11A', 'Jakarta Selatan', 'Jakarta', 'Indonesia']", "kategori": "Coffee Shop"}, {"nama": "Green Coffee Shop", "lokasi": "['Dr. Semeru', 'Bogor', 'Jawa Barat', 'Indonesia']", "kategori": "Coffee Shop"}, {"nama": "345 Point Coffee Shop", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Canary Coffee Shop", "lokasi": "['Aston Priority Simatupang (Jl. Let. Jend. T.B. Simatupang Kav. 9)', 'Kotamadya Jakarta Selatan', 'Jakarta 12520', 'Indonesia']", "kategori": "Buffet"}, {"nama": "Pasundan Coffee Shop", "lokasi": "['Malabar (Malabar)', 'Bogor', 'Jawa Barat 12123', 'Indonesia']", "kategori": "Caf\u00e9"}, {"nama": "Daim's Coffee Shop", "lokasi": "['Indonesia']", "kategori": []}, {"nama": "Garage Coffee Shop", "lokasi": "['Jl. Pahlawan No. 68A', 'Bogor', 'Jawa Barat 16132', 'Indonesia']", "kategori": "Coffee Shop"}]}}
[2019-02-22 15:48:02,149]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:53} WARNING - REQUEST_LOG	401 - {"request": {"nama_venue": "koalisi Kopi", "lokasi": "Jl. Bondowoso, Malang", "kategori": "Coffee shop"}, "response": {"msg": "Token has expired"}}
[2019-02-22 15:48:10,549]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {"client_key": "admin4", "client_secret": "admin4"}, "response": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NTA4MjUyOTAsIm5iZiI6MTU1MDgyNTI5MCwianRpIjoiZmNkYTQwZTctMWUxZS00NDRkLThjOWYtOTU5ZmZjYzE4YWRiIiwiZXhwIjoxNTUwODI2MTkwLCJpZGVudGl0eSI6eyJjbGllbnRfaWQiOjEyLCJjbGllbnRfa2V5IjoiYWRtaW40IiwiY2xpZW50X3NlY3JldCI6ImFkbWluNCIsInN0YXR1c19hZG1pbiI6ImFkbWluIn0sImZyZXNoIjpmYWxzZSwidHlwZSI6ImFjY2VzcyIsInVzZXJfY2xhaW1zIjp7ImNsaWVudF9pZCI6MTIsImNsaWVudF9rZXkiOiJhZG1pbjQiLCJjbGllbnRfc2VjcmV0IjoiYWRtaW40Iiwic3RhdHVzX2FkbWluIjoiYWRtaW4ifX0.yXuhf9RJvKMnJxFRBlU12hqnqNnJRqzDHZFe1rwjlSM"}}
[2019-02-22 15:54:27,020]{/home/alphatech/Documents/REST API/Flask Training/rest_training/group_project/blueprints/__init__.py:53} WARNING - REQUEST_LOG	200 - {"request": {"nama_venue": "koalisi Kopi", "lokasi": "Jl. Bondowoso, Malang", "kategori": "Coffee shop"}, "response": {"venue_id": 3, "nama_venue": "koalisi Kopi", "lokasi": "Jl. Bondowoso, Malang", "kategori": "Coffee shop"}}
[2019-03-09 18:31:28,192]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	200 - {"request": null, "response": {"user_id": 3, "username": "dzinsyah1", "email": "dzinsyah1@alphatech.id", "password": "bismillah", "address": "tumpang", "telephone": "085258721899", "status_admin": "admin"}}
[2019-03-09 18:33:05,377]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	200 - {"request": null, "response": {"user_id": 4, "username": "dzinsyah2", "email": "dzinsyah2@alphatech.id", "password": "bismillah", "address": "tumpang", "telephone": "085258721899", "status_admin": "seller"}}
[2019-03-09 19:30:32,502]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	200 - {"request": null, "response": {"user_id": 6, "username": "budi", "email": "budi@alphatech.id", "password": "bismillah", "address": "malang", "telephone": "085258721899", "status_admin": "seller"}}
[2019-03-09 19:30:48,309]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	200 - {"request": null, "response": {"user_id": 7, "username": "adi", "email": "adi@alphatech.id", "password": "bismillah", "address": "malang", "telephone": "085258721899", "status_admin": "seller"}}
[2019-03-09 19:34:39,944]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {"username": "dzinsyah", "password": "bismillah"}, "response": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NTIxMzQ4NzksIm5iZiI6MTU1MjEzNDg3OSwianRpIjoiYWJjN2YyNDgtODJlOS00MzI1LTlkOWUtNGQzZmMzZDkwOGQyIiwiZXhwIjoxNTUyMTM1Nzc5LCJpZGVudGl0eSI6eyJ1c2VyX2lkIjoxLCJ1c2VybmFtZSI6ImR6aW5zeWFoIiwiZW1haWwiOiJkemluc3lhaEBhbHBoYXRlY2guaWQiLCJwYXNzd29yZCI6ImJpc21pbGxhaCIsImFkZHJlc3MiOiJ0dW1wYW5nIiwidGVsZXBob25lIjoiMTU3ODY0MzI4NzM0NyIsInN0YXR1c19hZG1pbiI6ImFkbWluIn0sImZyZXNoIjpmYWxzZSwidHlwZSI6ImFjY2VzcyIsInVzZXJfY2xhaW1zIjp7InVzZXJfaWQiOjEsInVzZXJuYW1lIjoiZHppbnN5YWgiLCJlbWFpbCI6ImR6aW5zeWFoQGFscGhhdGVjaC5pZCIsInBhc3N3b3JkIjoiYmlzbWlsbGFoIiwiYWRkcmVzcyI6InR1bXBhbmciLCJ0ZWxlcGhvbmUiOiIxNTc4NjQzMjg3MzQ3Iiwic3RhdHVzX2FkbWluIjoiYWRtaW4ifX0.clRP6gidqozreEeAlhIEOFuROkrHLWo7IjSGl_g9O_g"}}
[2019-03-09 19:35:15,888]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {"username": "budi", "password": "bismillah"}, "response": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NTIxMzQ5MTUsIm5iZiI6MTU1MjEzNDkxNSwianRpIjoiODYxNzE4MzMtNGYzNi00ODBkLTk0MGEtZmJiZjAwZjY0Y2ZjIiwiZXhwIjoxNTUyMTM1ODE1LCJpZGVudGl0eSI6eyJ1c2VyX2lkIjo2LCJ1c2VybmFtZSI6ImJ1ZGkiLCJlbWFpbCI6ImJ1ZGlAYWxwaGF0ZWNoLmlkIiwicGFzc3dvcmQiOiJiaXNtaWxsYWgiLCJhZGRyZXNzIjoibWFsYW5nIiwidGVsZXBob25lIjoiMDg1MjU4NzIxODk5Iiwic3RhdHVzX2FkbWluIjoic2VsbGVyIn0sImZyZXNoIjpmYWxzZSwidHlwZSI6ImFjY2VzcyIsInVzZXJfY2xhaW1zIjp7InVzZXJfaWQiOjYsInVzZXJuYW1lIjoiYnVkaSIsImVtYWlsIjoiYnVkaUBhbHBoYXRlY2guaWQiLCJwYXNzd29yZCI6ImJpc21pbGxhaCIsImFkZHJlc3MiOiJtYWxhbmciLCJ0ZWxlcGhvbmUiOiIwODUyNTg3MjE4OTkiLCJzdGF0dXNfYWRtaW4iOiJzZWxsZXIifX0.iA3EydxkiczkungYzuZ9qrcbpJLuDjAFf63F02bLa5w"}}
[2019-03-09 19:36:03,030]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:46} WARNING - REQUEST_LOG	401 - {"request": {}, "response": {"msg": "Missing Authorization Header"}}
[2019-03-09 19:38:57,955]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {}, "response": [{"user_id": 1, "username": "dzinsyah", "email": "dzinsyah@alphatech.id", "password": "bismillah", "address": "tumpang", "telephone": "1578643287347", "status_admin": "admin"}, {"user_id": 3, "username": "dzinsyah1", "email": "dzinsyah1@alphatech.id", "password": "bismillah", "address": "tumpang", "telephone": "085258721899", "status_admin": "admin"}, {"user_id": 4, "username": "dzinsyah2", "email": "dzinsyah2@alphatech.id", "password": "bismillah", "address": "tumpang", "telephone": "085258721899", "status_admin": "seller"}, {"user_id": 6, "username": "budi", "email": "budi@alphatech.id", "password": "bismillah", "address": "malang", "telephone": "085258721899", "status_admin": "seller"}, {"user_id": 7, "username": "adi", "email": "adi@alphatech.id", "password": "bismillah", "address": "malang", "telephone": "085258721899", "status_admin": "seller"}]}
[2019-03-09 19:39:39,317]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:46} WARNING - REQUEST_LOG	401 - {"request": {}, "response": {"msg": "Missing Authorization Header"}}
[2019-03-09 19:42:44,028]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {}, "response": {"user_id": 1, "username": "dzinsyah", "email": "dzinsyah@alphatech.id", "password": "bismillah", "address": "tumpang", "telephone": "1578643287347", "status_admin": "admin"}}
[2019-03-09 19:42:50,826]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {}, "response": {"user_id": 3, "username": "dzinsyah1", "email": "dzinsyah1@alphatech.id", "password": "bismillah", "address": "tumpang", "telephone": "085258721899", "status_admin": "admin"}}
[2019-03-09 19:43:06,142]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {}, "response": {"user_id": 4, "username": "dzinsyah2", "email": "dzinsyah2@alphatech.id", "password": "bismillah", "address": "tumpang", "telephone": "085258721899", "status_admin": "seller"}}
[2019-03-09 19:45:34,474]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	401 - {"request": null, "response": {"msg": "Missing Authorization Header"}}
[2019-03-09 19:46:15,053]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	404 - {"request": null, "response": {"status": "ACCES DENIED", "message": "INVALID USER"}}
[2019-03-09 19:47:29,599]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	404 - {"request": null, "response": {"status": "ACCES DENIED", "message": "INVALID USER"}}
[2019-03-09 19:47:51,105]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:46} WARNING - REQUEST_LOG	200 - {"request": {"username": "budi", "password": "bismillah"}, "response": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NTIxMzU2NzEsIm5iZiI6MTU1MjEzNTY3MSwianRpIjoiNTVkOWQyOWQtZTU2NS00NjFhLWI2ZGQtYjIyM2JiZGZlYmE5IiwiZXhwIjoxNTUyMTM2NTcxLCJpZGVudGl0eSI6eyJ1c2VyX2lkIjo2LCJ1c2VybmFtZSI6ImJ1ZGkiLCJlbWFpbCI6ImJ1ZGlAYWxwaGF0ZWNoLmlkIiwicGFzc3dvcmQiOiJiaXNtaWxsYWgiLCJhZGRyZXNzIjoibWFsYW5nIiwidGVsZXBob25lIjoiMDg1MjU4NzIxODk5Iiwic3RhdHVzX2FkbWluIjoic2VsbGVyIn0sImZyZXNoIjpmYWxzZSwidHlwZSI6ImFjY2VzcyIsInVzZXJfY2xhaW1zIjp7InVzZXJfaWQiOjYsInVzZXJuYW1lIjoiYnVkaSIsImVtYWlsIjoiYnVkaUBhbHBoYXRlY2guaWQiLCJwYXNzd29yZCI6ImJpc21pbGxhaCIsImFkZHJlc3MiOiJtYWxhbmciLCJ0ZWxlcGhvbmUiOiIwODUyNTg3MjE4OTkiLCJzdGF0dXNfYWRtaW4iOiJzZWxsZXIifX0.FKZX6v0fvsiQ2lyORO9jxvkx_gsf0XjR2ldQcuwZ_rQ"}}
[2019-03-09 19:48:46,453]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	404 - {"request": null, "response": {"status": "ACCES DENIED", "message": "INVALID USER"}}
[2019-03-09 19:49:50,901]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	200 - {"request": null, "response": {"user_id": 6, "username": null, "email": null, "password": null, "address": null, "telephone": null, "status_admin": "seller"}}
[2019-03-09 19:50:40,894]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	200 - {"request": null, "response": {"user_id": 6, "username": null, "email": null, "password": null, "address": null, "telephone": null, "status_admin": "seller"}}
[2019-03-09 19:51:09,462]{/home/alphatech/project_eCommerce/API/blueprints/__init__.py:53} WARNING - REQUEST_LOG	200 - {"request": null, "response": {"user_id": 6, "username": null, "email": null, "password": null, "address": null, "telephone": null, "status_admin": "seller"}}
